"True Tool wear
TWmax","Predicted Tool wear
TWmax"
-1.6300629436756557,-0.11446272321589865
-0.09986551631214467,0.17127068658163402
-1.3723454822249594,-0.2454682737976372
-0.80858853530156,-0.3952627091970419
0.6088575026772708,-0.11199601130770395
-0.80858853530156,-0.3952627091970419
0.028993214413203752,0.16633726276524463
-1.758921674401004,0.3161316981646493
-1.549526236972313,-0.3903292853806525
-0.42201234312551483,-0.09814055030642721
1.027648377534653,0.18265943567471601
0.12563726245721507,0.3136649862564546
-0.16429488167481887,0.032865000275311335
1.6397273484800572,0.1851261475829107
-0.5830857565322003,-0.2430015618894425
-0.019328809608801904,0.4609927097476646
1.9779815166340968,0.4634594216558593
0.6571795266992764,0.18019272376652132
1.027648377534653,0.18265943567471601
-0.019328809608801904,0.4609927097476646
