"True Tool wear
TWmax","Predicted Tool wear
TWmax"
-0.16034944391753328,-0.05998519211813974
-0.3709146503986084,-0.4707809587595876
-1.0026102698418329,-0.9023814062387582
-0.16034944391753328,-0.05998519211813974
0.29317561619555155,0.39360001364884817
-0.808242386936225,-0.9077882476406509
1.4107909429027945,1.0753990729394445
-1.375148712077581,-0.9625391259669536
-0.5814798568796826,-0.6818226771536612
-1.763884477888796,-0.03569133622073167
-1.375148712077581,-0.9625391259669536
1.038252500667047,1.138584666926142
0.6657140584312989,0.5656046704084621
0.6657140584312989,0.5656046704084621
0.9248712356387759,1.1111269086685642
1.6537507965348042,1.149755113300071
-1.375148712077581,-0.9625391259669536
-0.4680985918514123,-0.5684058541770308
0.6009247641294296,0.057572025795273485
-0.4195066211250094,-0.5194571060110017
0.29317561619555155,0.39360001364884817
1.038252500667047,1.138584666926142
1.4107909429027945,1.0753990729394445
1.6537507965348042,1.149755113300071
-0.1765467674930006,-0.07686264255281211
0.1312023804408784,0.03094981799519142
-1.763884477888796,-0.03569133622073167
-0.014573531738327448,0.085771297373682
-1.553319271407721,-1.453428493538781
-1.6343058892850577,-1.5347319704409286
1.5079748843555985,1.1568911907487027
1.4107909429027945,1.0753990729394445
1.9938945916196178,0.669948390048005
0.9248712356387759,1.1111269086685642
-1.6343058892850577,-1.5347319704409286
-0.4680985918514123,-0.5684058541770308
1.5079748843555985,1.1568911907487027
1.4107909429027945,1.0753990729394445
-0.3709146503986084,-0.4707809587595876
-1.0026102698418329,-0.9023814062387582
1.9938945916196178,0.669948390048005
0.6009247641294296,0.057572025795273485
0.6657140584312989,0.5656046704084621
-0.09556014961566403,0.004845753701714084
0.29317561619555155,0.39360001364884817
-1.763884477888796,-0.03569133622073167
-0.5814798568796826,-0.6818226771536612
-0.014573531738327448,0.085771297373682
0.9248712356387759,1.1111269086685642
0.6009247641294296,0.057572025795273485
-0.4680985918514123,-0.5684058541770308
-1.763884477888796,-0.03569133622073167
1.6537507965348042,1.149755113300071
-0.5814798568796826,-0.6818226771536612
-0.5814798568796826,-0.6818226771536612
1.4107909429027945,1.0753990729394445
-0.4195066211250094,-0.5194571060110017
0.6009247641294296,0.057572025795273485
0.6009247641294296,0.057572025795273485
-0.1765467674930006,-0.07686264255281211
1.038252500667047,1.138584666926142
0.3417675869219526,0.24132055295186322
-0.014573531738327448,0.085771297373682
1.4107909429027945,1.0753990729394445
-0.09556014961566403,0.004845753701714084
0.034018438988074495,-0.06576315504197461
0.6657140584312989,0.5656046704084621
-0.4680985918514123,-0.5684058541770308
-0.014573531738327448,0.085771297373682
0.617122087704897,0.7172522712347442
-0.5814798568796826,-0.6818226771536612
1.6537507965348042,1.149755113300071
-0.16034944391753328,-0.05998519211813974
-0.16034944391753328,-0.05998519211813974
-0.3709146503986084,-0.4707809587595876
-1.553319271407721,-1.453428493538781
0.617122087704897,0.7172522712347442
0.6657140584312989,0.5656046704084621
-0.09556014961566403,0.004845753701714084
-0.1765467674930006,-0.07686264255281211
0.6657140584312989,0.5656046704084621
-1.553319271407721,-1.453428493538781
0.29317561619555155,0.39360001364884817
-0.3709146503986084,-0.4707809587595876
0.29317561619555155,0.39360001364884817
1.9938945916196178,0.669948390048005
0.6009247641294296,0.057572025795273485
-1.375148712077581,-0.9625391259669536
0.9248712356387759,1.1111269086685642
-0.3709146503986084,-0.4707809587595876
0.29317561619555155,0.39360001364884817
1.9938945916196178,0.669948390048005
0.034018438988074495,-0.06576315504197461
-1.553319271407721,-1.453428493538781
-0.4195066211250094,-0.5194571060110017
0.6009247641294296,0.057572025795273485
1.6537507965348042,1.149755113300071
-0.1765467674930006,-0.07686264255281211
0.1312023804408784,0.03094981799519142
-1.375148712077581,-0.9625391259669536
